id,user_id,total_amount,created_at
185,4618,280000,2026-01-18 20:34:04
186,148,420000,2026-01-18 20:34:04
187,7784,250000,2026-01-18 20:34:04
188,228,110000,2026-01-18 20:34:04
189,600,410000,2026-01-18 20:34:04
190,7387,80000,2026-01-18 20:34:04
191,5290,440000,2026-01-18 20:34:04
192,9456,330000,2026-01-18 20:34:04
193,3065,250000,2026-01-18 20:34:04
194,2922,480000,2026-01-18 20:34:04
195,448,410000,2026-01-18 20:34:04
196,9939,290000,2026-01-18 20:34:04
197,8060,50000,2026-01-18 20:34:04
198,9423,310000,2026-01-18 20:34:04
199,3725,170000,2026-01-18 20:34:04
200,8709,320000,2026-01-18 20:34:04
201,2294,380000,2026-01-18 20:34:04
202,7884,150000,2026-01-18 20:34:04
203,6708,410000,2026-01-18 20:34:04
204,2945,440000,2026-01-18 20:34:04
205,8779,20000,2026-01-18 20:34:04
206,6804,300000,2026-01-18 20:34:04
207,4507,160000,2026-01-18 20:34:04
208,371,170000,2026-01-18 20:34:04
209,4961,70000,2026-01-18 20:34:04
210,7934,360000,2026-01-18 20:34:04
211,1258,440000,2026-01-18 20:34:04
212,8394,320000,2026-01-18 20:34:04
213,4419,320000,2026-01-18 20:34:04
214,3441,290000,2026-01-18 20:34:04
215,9053,380000,2026-01-18 20:34:04
216,1414,50000,2026-01-18 20:34:04
217,8060,120000,2026-01-18 20:34:04
218,6182,150000,2026-01-18 20:34:04
219,9646,430000,2026-01-18 20:34:04
220,1594,70000,2026-01-18 20:34:04
221,1256,430000,2026-01-18 20:34:04
222,4313,130000,2026-01-18 20:34:04
223,8043,420000,2026-01-18 20:34:04
224,7130,330000,2026-01-18 20:34:04
225,9446,440000,2026-01-18 20:34:04
226,3624,210000,2026-01-18 20:34:04
227,5573,320000,2026-01-18 20:34:04
228,3694,340000,2026-01-18 20:34:04
229,8487,390000,2026-01-18 20:34:04
230,8081,270000,2026-01-18 20:34:04
231,350,420000,2026-01-18 20:34:04
232,3149,170000,2026-01-18 20:34:04
233,3648,220000,2026-01-18 20:34:04
234,9832,270000,2026-01-18 20:34:04
235,6330,160000,2026-01-18 20:34:04
236,7410,60000,2026-01-18 20:34:04
237,7891,170000,2026-01-18 20:34:04
238,6926,220000,2026-01-18 20:34:04
239,9486,270000,2026-01-18 20:34:04
240,9642,420000,2026-01-18 20:34:04
241,6266,280000,2026-01-18 20:34:04
242,1194,400000,2026-01-18 20:34:04
243,2548,250000,2026-01-18 20:34:04
244,452,240000,2026-01-18 20:34:04
245,5356,300000,2026-01-18 20:34:04
246,8596,330000,2026-01-18 20:34:04
247,1701,430000,2026-01-18 20:34:04
248,8223,150000,2026-01-18 20:34:04
249,3797,260000,2026-01-18 20:34:04
250,2548,150000,2026-01-18 20:34:04
251,508,20000,2026-01-18 20:34:04
252,14,480000,2026-01-18 20:34:04
253,5522,500000,2026-01-18 20:34:04
254,6983,270000,2026-01-18 20:34:04
255,4233,140000,2026-01-18 20:34:04
256,5895,160000,2026-01-18 20:34:04
257,274,90000,2026-01-18 20:34:04
258,2346,270000,2026-01-18 20:34:04
259,4219,70000,2026-01-18 20:34:04
260,1567,480000,2026-01-18 20:34:04
261,3670,300000,2026-01-18 20:34:04
262,5196,490000,2026-01-18 20:34:04
263,8996,430000,2026-01-18 20:34:04
264,6751,30000,2026-01-18 20:34:04
265,1952,310000,2026-01-18 20:34:04
266,528,200000,2026-01-18 20:34:04
267,2713,360000,2026-01-18 20:34:04
268,4674,450000,2026-01-18 20:34:04
269,4247,320000,2026-01-18 20:34:04
270,1416,160000,2026-01-18 20:34:04
271,5279,30000,2026-01-18 20:34:04
272,1940,490000,2026-01-18 20:34:04
273,7857,40000,2026-01-18 20:34:04
274,4970,60000,2026-01-18 20:34:04
275,3375,450000,2026-01-18 20:34:04
276,8068,330000,2026-01-18 20:34:04
277,2136,250000,2026-01-18 20:34:04
278,5647,370000,2026-01-18 20:34:04
279,9634,160000,2026-01-18 20:34:04
280,3250,90000,2026-01-18 20:34:04
281,3829,50000,2026-01-18 20:34:04
282,1966,240000,2026-01-18 20:34:04
283,7748,480000,2026-01-18 20:34:04
284,5713,410000,2026-01-18 20:34:04
285,5031,250000,2026-01-18 20:34:04
286,1493,410000,2026-01-18 20:34:04
287,7556,110000,2026-01-18 20:34:04
288,901,430000,2026-01-18 20:34:04
289,1341,260000,2026-01-18 20:34:04
290,1008,320000,2026-01-18 20:34:04
291,2466,200000,2026-01-18 20:34:04
292,1670,410000,2026-01-18 20:34:04
293,6631,200000,2026-01-18 20:34:04
294,1135,240000,2026-01-18 20:34:04
295,9520,340000,2026-01-18 20:34:04
296,9755,470000,2026-01-18 20:34:04
297,9864,300000,2026-01-18 20:34:04
298,6004,50000,2026-01-18 20:34:04
299,7905,150000,2026-01-18 20:34:04
300,1792,20000,2026-01-18 20:34:04
301,6,80000,2026-01-18 20:34:04
302,7442,80000,2026-01-18 20:34:04
303,5085,310000,2026-01-18 20:34:04
304,9312,440000,2026-01-18 20:34:04
305,3048,210000,2026-01-18 20:34:04
306,175,350000,2026-01-18 20:34:04
307,8346,280000,2026-01-18 20:34:04
308,8234,80000,2026-01-18 20:34:04
309,791,30000,2026-01-18 20:34:04
310,1586,150000,2026-01-18 20:34:04
311,6772,330000,2026-01-18 20:34:04
312,7999,270000,2026-01-18 20:34:04
313,6477,170000,2026-01-18 20:34:04
314,5877,390000,2026-01-18 20:34:04
315,8069,500000,2026-01-18 20:34:04
316,2994,100000,2026-01-18 20:34:04
317,3272,490000,2026-01-18 20:34:04
318,7203,30000,2026-01-18 20:34:04
319,189,290000,2026-01-18 20:34:04
320,8822,310000,2026-01-18 20:34:04
321,2871,40000,2026-01-18 20:34:04
322,5978,40000,2026-01-18 20:34:04
323,6971,260000,2026-01-18 20:34:04
324,2051,210000,2026-01-18 20:34:04
325,2603,460000,2026-01-18 20:34:04
326,5066,80000,2026-01-18 20:34:04
327,9201,350000,2026-01-18 20:34:04
328,3409,480000,2026-01-18 20:34:04
329,4327,400000,2026-01-18 20:34:04
330,8660,160000,2026-01-18 20:34:04
331,4787,230000,2026-01-18 20:34:04
332,3307,50000,2026-01-18 20:34:04
333,7921,460000,2026-01-18 20:34:04
334,1948,190000,2026-01-18 20:34:04
335,4712,360000,2026-01-18 20:34:04
336,1469,280000,2026-01-18 20:34:04
337,4558,140000,2026-01-18 20:34:04
338,2199,210000,2026-01-18 20:34:04
339,4871,190000,2026-01-18 20:34:04
340,5622,20000,2026-01-18 20:34:04
341,3545,380000,2026-01-18 20:34:04
342,2173,230000,2026-01-18 20:34:04
343,4715,180000,2026-01-18 20:34:04
344,6278,20000,2026-01-18 20:34:04
345,923,470000,2026-01-18 20:34:04
346,6519,110000,2026-01-18 20:34:04
347,6415,120000,2026-01-18 20:34:04
348,6672,120000,2026-01-18 20:34:04
349,8148,60000,2026-01-18 20:34:04
350,7489,130000,2026-01-18 20:34:04
351,6946,310000,2026-01-18 20:34:04
352,5033,50000,2026-01-18 20:34:04
353,913,220000,2026-01-18 20:34:04
354,2345,70000,2026-01-18 20:34:04
355,4372,80000,2026-01-18 20:34:04
356,3911,480000,2026-01-18 20:34:04
357,9251,170000,2026-01-18 20:34:04
358,9918,70000,2026-01-18 20:34:04
359,1046,200000,2026-01-18 20:34:04
360,9346,70000,2026-01-18 20:34:04
361,9277,430000,2026-01-18 20:34:04
362,4673,300000,2026-01-18 20:34:04
363,6974,130000,2026-01-18 20:34:04
364,5845,130000,2026-01-18 20:34:04
365,9350,430000,2026-01-18 20:34:04
366,3398,170000,2026-01-18 20:34:04
367,4080,240000,2026-01-18 20:34:04
368,61,420000,2026-01-18 20:34:04
369,5955,20000,2026-01-18 20:34:04
370,2532,390000,2026-01-18 20:34:04
371,5317,380000,2026-01-18 20:34:04
372,5848,400000,2026-01-18 20:34:04
373,7198,370000,2026-01-18 20:34:04
374,6944,360000,2026-01-18 20:34:04
375,3799,90000,2026-01-18 20:34:04
376,7144,490000,2026-01-18 20:34:04
377,6321,320000,2026-01-18 20:34:04
378,6150,460000,2026-01-18 20:34:04
379,8626,120000,2026-01-18 20:34:04
380,6589,60000,2026-01-18 20:34:04
381,4379,70000,2026-01-18 20:34:04
382,6128,310000,2026-01-18 20:34:04
383,6837,180000,2026-01-18 20:34:04
384,6990,70000,2026-01-18 20:34:04
385,1401,100000,2026-01-18 20:34:04
386,859,350000,2026-01-18 20:34:04
387,9854,310000,2026-01-18 20:34:04
388,3968,240000,2026-01-18 20:34:04
389,1453,280000,2026-01-18 20:34:04
390,1897,330000,2026-01-18 20:34:04
391,4769,450000,2026-01-18 20:34:04
392,8924,20000,2026-01-18 20:34:04
393,6555,40000,2026-01-18 20:34:04
394,1498,80000,2026-01-18 20:34:04
395,7745,110000,2026-01-18 20:34:04
396,5501,330000,2026-01-18 20:34:04
397,9414,10000,2026-01-18 20:34:04
398,5377,120000,2026-01-18 20:34:04
399,1397,360000,2026-01-18 20:34:04
400,4927,340000,2026-01-18 20:34:04
401,5639,120000,2026-01-18 20:34:04
402,3860,380000,2026-01-18 20:34:04
403,5492,310000,2026-01-18 20:34:04
404,465,320000,2026-01-18 20:34:04
405,4310,470000,2026-01-18 20:34:04
406,1356,110000,2026-01-18 20:34:04
407,5881,220000,2026-01-18 20:34:04
408,8883,170000,2026-01-18 20:34:04
409,3566,140000,2026-01-18 20:34:04
410,4464,150000,2026-01-18 20:34:04
411,4063,320000,2026-01-18 20:34:04
412,8696,440000,2026-01-18 20:34:04
413,1533,470000,2026-01-18 20:34:04
414,814,500000,2026-01-18 20:34:04
415,4453,180000,2026-01-18 20:34:04
416,9589,120000,2026-01-18 20:34:04
417,1489,390000,2026-01-18 20:34:04
418,7682,290000,2026-01-18 20:34:04
419,8378,430000,2026-01-18 20:34:04
420,8560,10000,2026-01-18 20:34:04
421,2411,70000,2026-01-18 20:34:04
422,8092,100000,2026-01-18 20:34:04
423,7857,260000,2026-01-18 20:34:04
424,5377,260000,2026-01-18 20:34:04
425,431,60000,2026-01-18 20:34:04
426,2510,340000,2026-01-18 20:34:04
427,1774,130000,2026-01-18 20:34:04
428,5075,240000,2026-01-18 20:34:04
429,3186,150000,2026-01-18 20:34:04
430,6507,500000,2026-01-18 20:34:04
431,1895,250000,2026-01-18 20:34:04
432,8435,290000,2026-01-18 20:34:04
433,106,400000,2026-01-18 20:34:04
434,8921,130000,2026-01-18 20:34:04
435,5924,300000,2026-01-18 20:34:04
436,6640,150000,2026-01-18 20:34:04
437,5169,190000,2026-01-18 20:34:04
438,1727,490000,2026-01-18 20:34:04
439,1807,490000,2026-01-18 20:34:04
440,1081,170000,2026-01-18 20:34:04
441,8930,20000,2026-01-18 20:34:04
442,4231,410000,2026-01-18 20:34:04
443,6308,320000,2026-01-18 20:34:04
444,3153,170000,2026-01-18 20:34:04
445,2842,40000,2026-01-18 20:34:04
446,9485,330000,2026-01-18 20:34:04
447,2401,360000,2026-01-18 20:34:04
448,6718,190000,2026-01-18 20:34:04
449,967,340000,2026-01-18 20:34:04
450,9501,270000,2026-01-18 20:34:04
451,9527,450000,2026-01-18 20:34:04
452,6885,500000,2026-01-18 20:34:04
453,3900,50000,2026-01-18 20:34:04
454,7816,180000,2026-01-18 20:34:04
455,1078,160000,2026-01-18 20:34:04
456,383,300000,2026-01-18 20:34:04
457,6699,470000,2026-01-18 20:34:04
458,4447,250000,2026-01-18 20:34:04
459,9524,430000,2026-01-18 20:34:04
460,9639,430000,2026-01-18 20:34:04
461,9016,100000,2026-01-18 20:34:04
462,8582,450000,2026-01-18 20:34:04
463,1127,310000,2026-01-18 20:34:04
464,4377,300000,2026-01-18 20:34:04
465,4348,470000,2026-01-18 20:34:04
466,3778,190000,2026-01-18 20:34:04
467,8518,290000,2026-01-18 20:34:04
468,9380,460000,2026-01-18 20:34:04
469,9856,40000,2026-01-18 20:34:04
470,2043,330000,2026-01-18 20:34:04
471,1435,430000,2026-01-18 20:34:04
472,1241,330000,2026-01-18 20:34:04
473,5901,30000,2026-01-18 20:34:04
474,1482,330000,2026-01-18 20:34:04
475,9507,500000,2026-01-18 20:34:04
476,2649,260000,2026-01-18 20:34:04
477,8578,210000,2026-01-18 20:34:04
478,251,70000,2026-01-18 20:34:04
479,9115,230000,2026-01-18 20:34:04
480,1145,340000,2026-01-18 20:34:04
481,4477,280000,2026-01-18 20:34:04
482,2396,140000,2026-01-18 20:34:04
483,4213,380000,2026-01-18 20:34:04
484,1521,290000,2026-01-18 20:34:04
485,1904,230000,2026-01-18 20:34:04
486,2972,500000,2026-01-18 20:34:04
487,1377,320000,2026-01-18 20:34:04
488,4392,410000,2026-01-18 20:34:04
489,2669,400000,2026-01-18 20:34:04
490,7644,40000,2026-01-18 20:34:04
491,7156,310000,2026-01-18 20:34:04
492,7482,240000,2026-01-18 20:34:04
493,3850,390000,2026-01-18 20:34:04
494,1009,470000,2026-01-18 20:34:04
495,6467,290000,2026-01-18 20:34:04
496,6962,40000,2026-01-18 20:34:04
497,5054,40000,2026-01-18 20:34:04
498,8495,180000,2026-01-18 20:34:04
499,3304,410000,2026-01-18 20:34:04
500,9391,110000,2026-01-18 20:34:04
501,8513,280000,2026-01-18 20:34:04
502,8831,210000,2026-01-18 20:34:04
503,1036,440000,2026-01-18 20:34:04
504,563,360000,2026-01-18 20:34:04
505,6991,110000,2026-01-18 20:34:04
506,3785,370000,2026-01-18 20:34:04
507,4539,470000,2026-01-18 20:34:04
508,2446,470000,2026-01-18 20:34:04
509,9525,330000,2026-01-18 20:34:04
510,8602,290000,2026-01-18 20:34:04
511,8515,440000,2026-01-18 20:34:04
512,9783,380000,2026-01-18 20:34:04
513,6514,70000,2026-01-18 20:34:04
514,5135,430000,2026-01-18 20:34:04
515,3236,40000,2026-01-18 20:34:04
516,2547,320000,2026-01-18 20:34:04
517,1399,210000,2026-01-18 20:34:04
518,6632,30000,2026-01-18 20:34:04
519,9200,20000,2026-01-18 20:34:04
520,3259,290000,2026-01-18 20:34:04
521,791,420000,2026-01-18 20:34:04
522,5173,340000,2026-01-18 20:34:04
523,6396,80000,2026-01-18 20:34:04
524,8314,420000,2026-01-18 20:34:04
525,8375,100000,2026-01-18 20:34:04
526,1708,320000,2026-01-18 20:34:04
527,6701,370000,2026-01-18 20:34:04
528,8700,100000,2026-01-18 20:34:04
529,6478,10000,2026-01-18 20:34:04
530,6832,130000,2026-01-18 20:34:04
531,3276,240000,2026-01-18 20:34:04
532,8064,470000,2026-01-18 20:34:04
533,8758,100000,2026-01-18 20:34:04
534,6139,440000,2026-01-18 20:34:04
535,1618,270000,2026-01-18 20:34:04
536,4151,190000,2026-01-18 20:34:04
537,1865,30000,2026-01-18 20:34:04
538,3205,20000,2026-01-18 20:34:04
539,8939,340000,2026-01-18 20:34:04
540,3106,230000,2026-01-18 20:34:04
541,1236,210000,2026-01-18 20:34:04
542,2809,10000,2026-01-18 20:34:04
543,3287,220000,2026-01-18 20:34:04
544,2566,500000,2026-01-18 20:34:04
545,998,360000,2026-01-18 20:34:04
546,4326,220000,2026-01-18 20:34:04
547,7572,220000,2026-01-18 20:34:04
548,2587,360000,2026-01-18 20:34:04
549,4753,150000,2026-01-18 20:34:04
550,9820,470000,2026-01-18 20:34:04
551,7685,30000,2026-01-18 20:34:04
552,8504,430000,2026-01-18 20:34:04
553,472,320000,2026-01-18 20:34:04
554,8555,80000,2026-01-18 20:34:04
555,8973,400000,2026-01-18 20:34:04
556,3337,380000,2026-01-18 20:34:04
557,4975,500000,2026-01-18 20:34:04
558,6087,120000,2026-01-18 20:34:04
559,8996,350000,2026-01-18 20:34:04
560,8521,120000,2026-01-18 20:34:04
561,1822,260000,2026-01-18 20:34:04
562,6854,310000,2026-01-18 20:34:04
563,5664,220000,2026-01-18 20:34:04
564,9863,250000,2026-01-18 20:34:04
565,4126,270000,2026-01-18 20:34:04
566,3183,450000,2026-01-18 20:34:04
567,6269,190000,2026-01-18 20:34:04
568,9557,240000,2026-01-18 20:34:04
569,5561,70000,2026-01-18 20:34:04
570,988,70000,2026-01-18 20:34:04
571,9493,50000,2026-01-18 20:34:04
572,3299,150000,2026-01-18 20:34:04
573,7437,140000,2026-01-18 20:34:04
574,9304,80000,2026-01-18 20:34:04
575,5432,390000,2026-01-18 20:34:04
576,7784,170000,2026-01-18 20:34:04
577,6218,300000,2026-01-18 20:34:04
578,8722,380000,2026-01-18 20:34:04
579,4165,380000,2026-01-18 20:34:04
580,7353,190000,2026-01-18 20:34:04
581,5631,320000,2026-01-18 20:34:04
582,7320,430000,2026-01-18 20:34:04
583,1934,40000,2026-01-18 20:34:04
584,5776,140000,2026-01-18 20:34:04
585,3520,90000,2026-01-18 20:34:04
586,7900,160000,2026-01-18 20:34:04
587,7368,480000,2026-01-18 20:34:04
588,9862,320000,2026-01-18 20:34:04
589,1186,100000,2026-01-18 20:34:04
590,9762,480000,2026-01-18 20:34:04
591,8552,450000,2026-01-18 20:34:04
592,8776,370000,2026-01-18 20:34:04
593,1869,460000,2026-01-18 20:34:04
594,6095,200000,2026-01-18 20:34:04
595,8598,180000,2026-01-18 20:34:04
596,5493,20000,2026-01-18 20:34:04
597,6137,10000,2026-01-18 20:34:04
598,5611,440000,2026-01-18 20:34:04
599,9357,200000,2026-01-18 20:34:04
600,8813,240000,2026-01-18 20:34:04
601,5745,350000,2026-01-18 20:34:04
602,6815,50000,2026-01-18 20:34:04
603,2089,190000,2026-01-18 20:34:04
604,6243,100000,2026-01-18 20:34:04
605,8002,180000,2026-01-18 20:34:04
606,8968,210000,2026-01-18 20:34:04
607,3255,460000,2026-01-18 20:34:04
608,2780,20000,2026-01-18 20:34:04
609,2572,130000,2026-01-18 20:34:04
610,8897,340000,2026-01-18 20:34:04
611,3576,60000,2026-01-18 20:34:04
612,7918,430000,2026-01-18 20:34:04
613,2735,80000,2026-01-18 20:34:04
614,1692,440000,2026-01-18 20:34:04
615,4493,160000,2026-01-18 20:34:04
616,1521,140000,2026-01-18 20:34:04
617,4143,30000,2026-01-18 20:34:04
618,5674,70000,2026-01-18 20:34:04
619,8364,360000,2026-01-18 20:34:04
620,1312,350000,2026-01-18 20:34:04
621,3937,80000,2026-01-18 20:34:04
622,5709,320000,2026-01-18 20:34:04
623,1865,290000,2026-01-18 20:34:04
624,4233,480000,2026-01-18 20:34:04
625,6299,110000,2026-01-18 20:34:04
626,3997,130000,2026-01-18 20:34:04
627,557,500000,2026-01-18 20:34:04
628,8808,260000,2026-01-18 20:34:04
629,4439,350000,2026-01-18 20:34:04
630,7807,320000,2026-01-18 20:34:04
631,290,310000,2026-01-18 20:34:04
632,3263,80000,2026-01-18 20:34:04
633,8160,90000,2026-01-18 20:34:04
634,5311,170000,2026-01-18 20:34:04
635,4373,130000,2026-01-18 20:34:04
636,1505,10000,2026-01-18 20:34:04
637,6882,460000,2026-01-18 20:34:04
638,5271,500000,2026-01-18 20:34:04
639,8194,440000,2026-01-18 20:34:04
640,1922,450000,2026-01-18 20:34:04
641,7582,440000,2026-01-18 20:34:04
642,8789,140000,2026-01-18 20:34:04
643,5707,180000,2026-01-18 20:34:04
644,3080,330000,2026-01-18 20:34:04
645,3779,270000,2026-01-18 20:34:04
646,6441,290000,2026-01-18 20:34:04
647,1857,80000,2026-01-18 20:34:04
648,5036,250000,2026-01-18 20:34:04
649,8918,330000,2026-01-18 20:34:04
650,6899,300000,2026-01-18 20:34:04
651,6568,190000,2026-01-18 20:34:04
652,3673,440000,2026-01-18 20:34:04
653,7530,20000,2026-01-18 20:34:04
654,1513,230000,2026-01-18 20:34:04
655,5495,470000,2026-01-18 20:34:04
656,1852,440000,2026-01-18 20:34:04
657,8744,90000,2026-01-18 20:34:04
658,8894,50000,2026-01-18 20:34:04
659,9797,400000,2026-01-18 20:34:04
660,2754,20000,2026-01-18 20:34:04
661,5288,260000,2026-01-18 20:34:04
662,444,430000,2026-01-18 20:34:04
663,9949,130000,2026-01-18 20:34:04
664,2956,370000,2026-01-18 20:34:04
665,5701,250000,2026-01-18 20:34:04
666,4411,70000,2026-01-18 20:34:04
667,3786,240000,2026-01-18 20:34:04
