id,product_id,color,size,stock,price
342,4192,Xam,XL,25,150000.0
343,4714,Xam,32,24,880000.0
344,1166,Vang,29,18,110000.0
345,4507,Trang,31,38,870000.0
346,364,Trang,29,-4,710000.0
347,781,Xanh,XL,34,460000.0
348,2174,Den,128GB,37,450000.0
349,3672,Hong,256GB,39,490000.0
350,4004,Xam,M,19,90000.0
351,3626,Den,128GB,50,100000.0
352,2776,Do,S,36,570000.0
353,182,Den,S,31,400000.0
354,1194,Bac,L,1,310000.0
355,884,Vang,L,23,0.0
356,4540,Trang,XL,19,100000.0
357,2891,Bac,256GB,50,480000.0
358,494,Trang,L,-8,880000.0
359,468,Xam,29,32,60000.0
360,3827,Xanh,256GB,6,120000.0
361,4630,Do,128GB,25,710000.0
362,1146,Vang,32,-8,610000.0
363,676,Do,S,9,140000.0
364,4957,Den,32,25,150000.0
365,4128,Do,30,41,920000.0
366,3081,Vang,L,48,60000.0
367,951,Xanh,30,3,10000.0
368,4939,Hong,32,30,130000.0
369,4233,Hong,256GB,27,710000.0
370,2886,Xam,29,50,240000.0
371,1205,Xanh,30,49,690000.0
372,4733,Xam,29,44,860000.0
373,1716,Xanh,29,38,330000.0
374,947,Vang,L,27,550000.0
375,232,Den,M,13,870000.0
376,4758,Vang,M,42,490000.0
377,849,Hong,128GB,36,240000.0
378,3083,Vang,XL,8,780000.0
379,844,Bac,L,40,420000.0
380,1676,Vang,31,47,480000.0
381,3191,Xam,S,40,710000.0
382,1425,Xam,L,27,520000.0
383,2109,Den,32,7,160000.0
384,3135,Xam,29,3,0.0
385,3666,Trang,L,12,110000.0
386,2451,Do,31,14,0.0
387,3477,Vang,128GB,19,900000.0
388,2781,Bac,31,46,680000.0
389,1488,Trang,31,35,700000.0
390,4931,Bac,32,24,630000.0
391,1222,Trang,L,1,120000.0
392,3548,Vang,M,3,280000.0
393,4369,Hong,29,41,170000.0
394,2733,Den,S,48,650000.0
395,431,Xam,S,12,760000.0
396,3373,Xam,M,10,150000.0
397,479,Do,32,26,990000.0
398,4200,Xanh,30,44,840000.0
399,11,Do,256GB,37,570000.0
400,263,Xanh,L,15,0.0
401,569,Vang,L,9,900000.0
402,3294,Do,L,31,90000.0
403,2727,Do,XL,19,410000.0
404,4027,Trang,30,45,900000.0
405,3660,Bac,M,44,930000.0
406,3974,Bac,31,5,330000.0
407,3374,Hong,M,41,830000.0
408,2131,Xam,L,38,240000.0
409,2862,Xam,31,50,680000.0
410,4062,Do,128GB,3,870000.0
411,2345,Xanh,32,-5,470000.0
412,2523,Hong,L,18,420000.0
413,465,Bac,M,24,200000.0
414,775,Do,30,42,420000.0
415,1975,Do,29,7,730000.0
416,899,Hong,L,3,520000.0
417,4585,Do,128GB,32,840000.0
418,2705,Xam,31,31,920000.0
419,1134,Xanh,32,24,450000.0
420,3266,Trang,M,21,30000.0
421,892,Bac,128GB,35,880000.0
422,1278,Vang,29,44,440000.0
423,1998,Vang,XL,42,350000.0
424,279,Bac,256GB,49,460000.0
425,1604,Do,S,45,780000.0
426,2497,Den,30,34,950000.0
427,3296,Xanh,S,50,600000.0
428,1670,Bac,XL,48,560000.0
429,4192,Hong,M,36,170000.0
430,2442,Vang,M,36,150000.0
431,4712,Xam,L,13,680000.0
432,2720,Bac,S,25,370000.0
433,2158,Xam,S,46,320000.0
434,868,Do,XL,1,510000.0
435,3279,Hong,32,45,350000.0
436,3222,Trang,M,30,270000.0
437,4184,Bac,S,46,320000.0
438,363,Do,30,19,840000.0
439,403,Xam,30,34,410000.0
440,4695,Den,L,47,320000.0
441,357,Den,31,17,0.0
442,2604,Do,S,30,740000.0
443,1169,Xam,31,18,940000.0
444,3262,Den,29,33,580000.0
445,1212,Hong,M,29,460000.0
446,1738,Xam,256GB,18,0.0
447,1030,Hong,29,41,0.0
448,2055,Xanh,30,33,410000.0
449,2932,Xanh,L,26,950000.0
450,3139,Hong,M,35,120000.0
451,3081,Xanh,256GB,9,350000.0
452,4330,Bac,XL,35,430000.0
453,4851,Hong,S,47,620000.0
454,386,Vang,M,49,840000.0
455,1115,Hong,29,18,220000.0
456,2424,Xam,M,16,690000.0
457,1175,Den,L,4,220000.0
458,1227,Xam,30,2,810000.0
459,2254,Hong,31,13,60000.0
460,2422,Vang,32,1,280000.0
461,1259,Vang,30,13,350000.0
462,2607,Xanh,M,35,350000.0
463,3524,Vang,30,34,740000.0
464,2891,Den,S,1,610000.0
465,3444,Den,S,12,860000.0
466,543,Do,32,21,710000.0
467,745,Den,256GB,47,250000.0
468,3237,Do,29,28,810000.0
469,1121,Den,S,19,0.0
470,1144,Trang,M,3,380000.0
471,3792,Bac,256GB,45,560000.0
472,2868,Den,M,4,480000.0
473,4037,Xanh,128GB,27,590000.0
474,4089,Do,128GB,23,900000.0
475,3689,Xam,S,7,800000.0
476,659,Den,31,5,550000.0
477,2014,Do,29,2,870000.0
478,1950,Bac,30,21,0.0
479,1533,Den,L,8,710000.0
480,4842,Vang,31,46,1000000.0
481,431,Den,32,27,170000.0
482,254,Do,M,-6,70000.0
483,1227,Bac,256GB,39,0.0
484,3698,Hong,128GB,30,370000.0
485,2648,Hong,31,37,310000.0
486,4685,Do,L,22,810000.0
487,4516,Trang,S,13,810000.0
488,424,Xam,30,5,240000.0
489,386,Trang,30,37,200000.0
490,1520,Hong,M,22,690000.0
491,2351,Den,32,-5,680000.0
492,3243,Den,S,6,270000.0
493,1724,Hong,256GB,23,450000.0
494,4839,Bac,S,44,0.0
495,3216,Xam,31,14,950000.0
496,1729,Xam,L,8,0.0
497,2480,Xam,XL,22,140000.0
498,640,Xanh,S,2,420000.0
499,4235,Xam,128GB,32,540000.0
500,4923,Do,M,0,740000.0
501,1756,Xanh,256GB,25,40000.0
502,1882,Bac,128GB,25,550000.0
503,4187,Xanh,31,36,390000.0
504,2100,Xanh,S,48,40000.0
505,4381,Do,128GB,13,60000.0
506,250,Den,XL,22,520000.0
507,446,Trang,128GB,39,800000.0
508,4457,Den,30,29,240000.0
509,488,Bac,31,5,0.0
510,3881,Xanh,L,41,0.0
511,607,Den,32,7,740000.0
512,3658,Xanh,S,38,220000.0
513,1417,Hong,128GB,21,910000.0
514,1842,Vang,32,22,270000.0
515,4728,Trang,256GB,49,800000.0
516,492,Bac,32,11,780000.0
517,4101,Trang,L,2,490000.0
518,1300,Do,30,32,430000.0
519,3360,Bac,256GB,0,670000.0
520,4214,Xanh,31,46,780000.0
521,2114,Bac,256GB,2,180000.0
522,79,Hong,31,23,490000.0
523,4480,Do,128GB,6,10000.0
524,2696,Trang,M,32,340000.0
525,2066,Do,M,8,0.0
526,4351,Xam,30,34,270000.0
527,2581,Bac,128GB,25,280000.0
528,3757,Trang,256GB,47,0.0
529,3785,Do,32,47,150000.0
530,2812,Xam,32,39,860000.0
531,4600,Vang,30,5,900000.0
532,526,Do,31,-6,840000.0
533,229,Xanh,256GB,6,20000.0
534,2433,Do,S,45,980000.0
535,404,Xam,XL,18,370000.0
536,1211,Xanh,L,42,410000.0
537,1912,Xam,32,18,670000.0
538,1516,Bac,M,48,530000.0
539,1558,Xanh,30,2,580000.0
540,3471,Trang,L,28,970000.0
541,1516,Hong,256GB,23,320000.0
542,1134,Do,128GB,48,410000.0
543,3198,Do,128GB,39,910000.0
544,366,Xanh,L,17,700000.0
545,702,Vang,32,1,700000.0
546,2043,Do,M,-3,220000.0
547,3919,Den,XL,11,0.0
548,1806,Do,S,9,90000.0
549,1158,Bac,XL,16,770000.0
550,3208,Hong,32,10,590000.0
551,1132,Xanh,L,18,490000.0
552,1929,Den,31,18,990000.0
553,2512,Hong,S,4,0.0
554,2150,Trang,S,12,480000.0
555,2620,Trang,XL,3,250000.0
556,4794,Xanh,29,49,180000.0
557,4814,Vang,256GB,31,40000.0
558,562,Xam,30,44,440000.0
559,4676,Trang,31,26,840000.0
560,4263,Xanh,32,13,80000.0
561,3100,Hong,XL,17,270000.0
562,411,Vang,32,10,860000.0
563,3044,Hong,128GB,17,640000.0
564,3416,Xanh,M,45,270000.0
565,4535,Trang,32,16,610000.0
566,126,Den,M,19,990000.0
567,376,Xanh,XL,23,40000.0
568,3365,Trang,XL,29,250000.0
569,2305,Hong,32,31,920000.0
570,4718,Xanh,30,49,450000.0
571,2370,Hong,29,7,840000.0
572,84,Bac,S,32,870000.0
573,2134,Den,L,1,110000.0
574,1487,Trang,S,1,0.0
575,1851,Bac,256GB,45,400000.0
576,1486,Den,S,32,960000.0
577,2876,Den,29,9,510000.0
578,1819,Bac,31,8,20000.0
579,1918,Bac,256GB,45,830000.0
580,2353,Do,256GB,23,920000.0
581,934,Xanh,32,16,700000.0
582,2171,Hong,30,14,630000.0
583,3621,Xam,256GB,40,890000.0
584,2663,Den,31,16,0.0
585,655,Trang,M,31,940000.0
586,494,Den,32,6,770000.0
587,654,Do,256GB,1,0.0
588,861,Xanh,31,31,210000.0
589,2602,Trang,256GB,23,440000.0
590,2128,Do,S,13,380000.0
591,326,Trang,29,49,720000.0
592,789,Hong,XL,7,650000.0
593,4050,Den,32,25,820000.0
594,1096,Hong,30,46,0.0
595,2641,Bac,M,14,900000.0
596,1512,Xanh,29,-8,960000.0
597,2684,Vang,L,45,210000.0
598,300,Xam,32,14,890000.0
599,763,Xam,L,22,320000.0
600,3087,Xam,32,5,750000.0
601,4641,Xanh,S,29,850000.0
602,711,Xanh,256GB,30,910000.0
603,1469,Hong,32,11,210000.0
604,2014,Xanh,29,27,0.0
605,983,Xanh,S,33,510000.0
606,841,Bac,128GB,19,880000.0
607,4981,Do,L,41,370000.0
608,1056,Bac,29,12,990000.0
609,995,Den,128GB,27,860000.0
610,2807,Xanh,30,47,300000.0
611,2193,Vang,XL,40,0.0
612,4656,Trang,31,42,250000.0
613,1057,Hong,31,33,820000.0
614,569,Vang,31,13,710000.0
615,2446,Do,29,11,130000.0
616,171,Do,31,25,520000.0
617,1828,Xanh,L,17,0.0
618,1980,Trang,XL,37,0.0
619,1616,Xam,256GB,15,200000.0
620,2287,Den,256GB,14,510000.0
621,917,Do,30,20,350000.0
622,962,Hong,XL,2,180000.0
623,455,Bac,S,14,380000.0
624,873,Do,30,23,110000.0
625,4958,Vang,256GB,15,50000.0
626,4251,Xam,30,11,150000.0
627,779,Xanh,30,18,630000.0
628,1005,Do,32,37,110000.0
629,2489,Trang,M,35,900000.0
630,1183,Den,29,30,560000.0
631,378,Do,29,35,710000.0
632,1885,Xanh,31,-5,830000.0
633,2130,Vang,256GB,45,20000.0
634,179,Xanh,M,7,230000.0
635,4833,Vang,32,42,70000.0
636,3927,Bac,31,9,0.0
637,1029,Hong,XL,32,760000.0
638,3463,Trang,S,50,370000.0
639,1389,Den,128GB,18,270000.0
640,2959,Den,S,36,480000.0
641,1034,Den,29,27,510000.0
642,4264,Bac,31,37,260000.0
643,452,Do,32,38,910000.0
644,1161,Xam,32,10,770000.0
645,2870,Xanh,256GB,50,380000.0
646,2570,Vang,32,38,410000.0
647,835,Vang,M,22,610000.0
648,3941,Xanh,M,-2,150000.0
649,425,Vang,M,-7,530000.0
650,982,Bac,29,46,580000.0
651,3156,Bac,S,28,950000.0
652,657,Bac,31,34,90000.0
653,4496,Hong,32,26,410000.0
654,1877,Hong,29,29,820000.0
655,745,Den,32,-7,860000.0
656,3461,Xanh,M,1,220000.0
657,1877,Xam,31,1,270000.0
658,4416,Bac,256GB,37,330000.0
659,3608,Trang,S,-9,860000.0
660,3696,Hong,M,12,270000.0
661,4506,Do,M,-4,750000.0
662,3583,Hong,L,8,280000.0
663,4665,Xanh,S,20,520000.0
664,629,Vang,30,46,320000.0
665,1630,Vang,32,12,530000.0
666,381,Hong,31,12,120000.0
667,2520,Xanh,31,41,0.0
668,139,Do,XL,-3,510000.0
669,4595,Den,L,18,670000.0
670,4392,Xanh,31,11,730000.0
671,3495,Xanh,128GB,29,0.0
672,2139,Hong,256GB,-2,200000.0
673,4485,Trang,30,3,830000.0
674,994,Do,128GB,9,620000.0
675,1169,Den,32,14,100000.0
676,1309,Xanh,XL,13,1000000.0
677,613,Xanh,L,11,550000.0
678,3341,Bac,256GB,43,430000.0
679,3480,Trang,S,46,680000.0
680,2723,Hong,256GB,45,480000.0
681,3065,Trang,XL,21,980000.0
682,164,Vang,S,18,330000.0
683,2375,Xam,31,50,700000.0
684,3034,Hong,128GB,31,970000.0
685,607,Vang,S,1,760000.0
686,3517,Xam,M,39,30000.0
687,1494,Do,29,-4,110000.0
688,4869,Do,M,49,530000.0
689,4064,Trang,30,-8,890000.0
690,913,Trang,XL,-9,370000.0
691,2305,Vang,L,11,340000.0
692,2735,Hong,31,19,570000.0
693,2320,Hong,S,26,110000.0
694,1223,Vang,32,6,420000.0
695,4843,Hong,32,24,250000.0
696,4982,Xanh,32,8,380000.0
697,1317,Xanh,256GB,27,340000.0
698,3741,Vang,29,41,240000.0
699,1396,Xam,256GB,30,430000.0
700,1768,Den,29,36,970000.0
701,1886,Xanh,S,34,210000.0
702,3143,Do,128GB,39,640000.0
703,1668,Xam,128GB,36,370000.0
704,3159,Trang,XL,36,0.0
705,1890,Bac,S,36,0.0
706,4367,Hong,30,4,960000.0
707,2355,Vang,M,14,210000.0
708,2676,Vang,L,-8,1000000.0
709,2729,Bac,30,26,210000.0
710,2197,Hong,L,50,990000.0
711,1022,Hong,L,15,570000.0
712,443,Xanh,29,49,390000.0
713,1375,Bac,31,34,20000.0
714,3887,Den,XL,24,920000.0
715,1065,Do,29,11,310000.0
716,1224,Vang,L,32,180000.0
717,4859,Xam,256GB,43,340000.0
718,2506,Xam,256GB,-6,520000.0
719,3240,Trang,31,35,140000.0
720,709,Hong,S,-9,590000.0
721,2101,Bac,M,17,980000.0
722,4053,Den,S,11,120000.0
723,159,Den,31,17,240000.0
724,2981,Xanh,32,21,940000.0
725,918,Vang,M,29,880000.0
726,1539,Bac,128GB,40,740000.0
727,612,Trang,L,43,510000.0
728,62,Hong,30,10,620000.0
729,181,Trang,31,24,430000.0
730,4187,Xanh,29,34,310000.0
731,3738,Bac,29,49,230000.0
732,1737,Den,29,25,740000.0
733,2432,Xam,L,36,340000.0
734,4093,Xam,M,18,250000.0
735,815,Vang,S,-5,870000.0
736,4395,Xanh,128GB,33,830000.0
737,3018,Xam,128GB,32,290000.0
738,3047,Vang,S,7,480000.0
739,3154,Do,256GB,33,480000.0
740,1342,Hong,29,8,600000.0
741,1359,Bac,M,0,270000.0
742,2297,Trang,31,5,950000.0
743,3684,Xam,XL,38,550000.0
744,2795,Den,128GB,25,240000.0
745,4956,Den,XL,-1,260000.0
746,2949,Trang,30,48,920000.0
747,4925,Vang,31,-7,730000.0
748,1065,Xam,XL,31,940000.0
749,4101,Hong,XL,1,500000.0
750,4632,Vang,128GB,32,540000.0
751,4316,Den,M,-5,960000.0
752,3815,Do,128GB,32,470000.0
753,2835,Do,256GB,22,710000.0
754,4256,Den,XL,20,700000.0
755,674,Xam,256GB,-4,980000.0
756,2411,Vang,256GB,-7,460000.0
757,4168,Den,30,47,900000.0
758,4671,Xanh,31,27,750000.0
759,4472,Trang,32,-3,90000.0
760,3377,Xanh,L,33,970000.0
761,526,Trang,S,37,980000.0
762,4829,Do,29,3,460000.0
763,3485,Bac,29,42,590000.0
764,1814,Vang,32,22,620000.0
765,3606,Vang,30,16,10000.0
766,2189,Xanh,256GB,7,180000.0
767,292,Den,XL,4,530000.0
768,2357,Trang,L,-3,440000.0
769,2251,Hong,XL,29,110000.0
770,3202,Trang,M,43,0.0
771,2523,Do,S,35,520000.0
772,4148,Xam,L,5,670000.0
